"id","sku","name","description","measure","price","mrp","on_hand","taxons","has_variants","no_of_variants","deleted_at",
1060501495,,"Pulpy Orange",,,19.6,20,1000,"Groceries/Beverages/Juices","TRUE",2,,2
1025788354,,,,"400 ml",19.6,20,1000,,,,,2
1025788353,,,,"1 lt",49,50,1000,,,,,2
1060501496,,"Nimbu Fresh",,,39.2,40,1000,"Groceries/Beverages/Juices","TRUE",1,,2
1025788356,,,,"1 lt",39.2,40,1000,,,,,2
1060501497,,"Mango Slice",,,24.5,25,1000,"Groceries/Beverages/Cold Drinks","TRUE",2,,2
1025788359,,,,"500 ml",24.5,25,1000,,,,,2
1025788358,,,,"1 lt",49,50,1000,,,,,2
1060501498,,"Roohafza",,,102.9,105,1000,"Groceries/Beverages/Juices","TRUE",1,,2
1025788361,,,,"700 ml",102.9,105,1000,,,,,2
1060501499,,"Mapro Kesar Sharbat ",,,350,399,1000,"Groceries/Beverages/Juices","TRUE",1,,12.28070175
1025788363,,,,"700 ml",350,399,1000,,,,,12.28070175
1060501500,,"Del Monte Pineapple",,,24.5,25,1000,"Groceries/Beverages/Juices","TRUE",1,,2
1025788365,,,,"240 ml",24.5,25,1000,,,,,2
1060501501,,"Del Monte Orange",,,24.5,25,1000,"Groceries/Beverages/Juices","TRUE",1,,2
1025788367,,,,"240 ml",24.5,25,1000,,,,,2
1060501502,,"Del Monte Pineapple Orange",,,24.5,25,1000,"Groceries/Beverages/Juices","TRUE",1,,2
1025788369,,,,"240 ml",24.5,25,1000,,,,,2
1060501503,,"Del Monte 4 Season",,,24.5,25,1000,"Groceries/Beverages/Juices","TRUE",1,,2
1025788371,,,,"240 ml",24.5,25,1000,,,,,2
1060501504,,"Del Monte Greenapple",,,24.5,25,1000,"Groceries/Beverages/Juices","TRUE",1,,2
1025788373,,,,"240 ml",24.5,25,1000,,,,,2
,,"Bournvita Refill Pack",,,135.2,138,1000,"Groceries/Beverages/Health Drinks","TRUE",1,,2.028985507
,,,,"500 gms",135.2,138,1000,,,,,2.028985507
,,"Boost Refill",,,68.6,70,1000,"Groceries/Beverages/Health Drinks","TRUE",4,,2
,,,,"200 gms",68.6,70,1000,,,,,2
,,,,"500 gms",140.1,143,1000,,,,,2.027972028
,,,,"750 gms",210.7,215,1000,,,,,2
,,,,"1 kg",264.6,270,1000,,,,,2
,,"Lipton Yellow Label Tea",,,93.1,95,1000,"Groceries/Beverages/Tea & Coffee","TRUE",2,,2
,,,,"200 gms",93.1,95,1000,,,,,2
,,,,"450 gms",200.9,205,1000,,,,,2
,,"3 Roses",,,13.7,14,1000,"Groceries/Beverages/Tea & Coffee","TRUE",6,,2.142857143
,,,,"50 gms",13.7,14,1000,,,,,2.142857143
,,,,"100 gms",35.3,36,1000,,,,,1.944444444
,,,,"245 gms",80.4,82,1000,,,,,1.951219512
,,,,"500 gms",166.6,170,1000,,,,,2
,,,,"1 kg",263.6,269,1000,,,,,2.007434944
,,,,"2 Kg",509.6,520,1000,,,,,2
,,"AVEON Cafe Premium",,,63.7,65,1000,"Groceries/Beverages/Tea & Coffee","TRUE",2,,2
,,,,"50 gms",63.7,65,1000,,,,,2
,,,,"100 gms",116.6,119,1000,,,,,2.016806723
,,"AVEON Cafe Royal",,,94.1,96,1000,"Groceries/Beverages/Tea & Coffee","TRUE",2,,1.979166667
,,,,"50 gms",94.1,96,1000,,,,,1.979166667
,,,,"100 gms",175.4,179,1000,,,,,2.011173184
1060501319,,"Cerelac Rice ",,,128.4,131,1000,"Baby Care/Baby Food","TRUE",1,,1.984732824
1025787891,,,,"375 gms",128.4,131,1000,,,,,1.984732824
1060501320,,"Cerelac Rice Vegetable",,,118.6,121,0,"Baby Care/Baby Food","TRUE",1,,1.983471074
1025787893,,,,"375 gms",118.6,121,0,,,,,1.983471074
1060501321,,"Nestum Rice",,,83.3,85,1000,"Baby Care/Baby Food","TRUE",1,,2
1025787895,,,,"375 gms",83.3,85,1000,,,,,2
1060501322,,"Nestum Rice Dal",,,78.4,80,0,"Baby Care/Baby Food","TRUE",1,,2
1025787897,,,,"375 gms",78.4,80,0,,,,,2
1060501323,,"Nestum Rice Fruit",,,84.3,86,0,"Baby Care/Baby Food","TRUE",1,,1.976744186
1025787899,,,,"375 gms",84.3,86,0,,,,,1.976744186
1060501324,,"Johnson & Johnson Baby Oil",,,44.1,45,1000,"Baby Care/Baby Oil & Shampoo","TRUE",4,,2
1025787904,,,,"50 ml",44.1,45,1000,,,,,2
1025787903,,,,"100 ml",75.5,77,1000,,,,,1.948051948
1025787902,,,,"200 ml",131.3,134,0,,,,,2.014925373
1025787901,,,,"500 ml",235.2,240,1000,,,,,2
1060501325,,"Johnson & Johnson Baby Shampoo ",,,39.2,40,1000,"Baby Care/Baby Oil & Shampoo","TRUE",4,,2
1025787909,,,,"60 ml",39.2,40,1000,,,,,2
1025787908,,,,"100 ml",68.6,70,1000,,,,,2
1025787907,,,,"200 ml",131.3,134,1000,,,,,2.014925373
1025787906,,,,"475 ml",225.4,230,1000,,,,,2
1060501326,,"Johnson & Johnson Baby Soap Moist",,,15.7,16,1000,"Baby Care/Baby Oil & Shampoo","TRUE",3,,1.875
1025787913,,,,"50 gms",15.7,16,1000,,,,,1.875
1025787912,,,,"75 gms",26.5,27,1000,,,,,1.851851852
1025787911,,,,"100 gms",30.4,31,1000,,,,,1.935483871
1060501327,,"Johnson & Johnson Baby Cream",,,36.1,38,1000,"Baby Care/Baby Soap","TRUE",3,,5
1025787917,,,,"30 gms",36.1,38,1000,,,,,5
1025787916,,,,"50 gms",54.9,56,1000,,,,,1.964285714
1025787915,,,,"100 gms",97,99,1000,,,,,2.02020202
1060501328,,"Johnson & Johnson Baby Milk Cream",,,37.2,38,1000,"Baby Care/Talc & Cream","TRUE",3,,2.105263158
1025787921,,,,"30 gms",37.2,38,1000,,,,,2.105263158
1025787920,,,,"50 gms",53.9,55,0,,,,,2
1025787919,,,,"100 gms",97,99,1000,,,,,2.02020202
1060501329,,"Johnson & Johnson Baby Oil Pouch ",,,20.6,21,0,"Baby Care/Baby Oil & Shampoo","TRUE",1,,1.904761905
1025787923,,,,"50 ml",20.6,21,0,,,,,1.904761905
1060501330,,"Johnson & Johnson Baby Skincare Wipes",,,57.8,59,1000,"Baby Care/Talc & Cream","TRUE",2,,2.033898305
1025787926,,,,"20 pc",57.8,59,1000,,,,,2.033898305
1025787925,,,,"80 pc",156.8,160,1000,,,,,2
1060501331,,"Johnson & Johnson Baby Tooth Brush",,,14.7,15,0,"Baby Care/Baby Tooth Care","FALSE",0,,2
1060501332,,"Johnson & Johnson Baby Hair Oil ",,,25.5,26,1000,"Baby Care/Baby Oil & Shampoo","TRUE",3,,1.923076923
1025787931,,,,"60 ml",25.5,26,1000,,,,,1.923076923
1025787930,,,,"100 ml",44.1,45,1000,,,,,2
1025787929,,,,"200 ml",76.4,78,1000,,,,,2.051282051
1060501333,,"Johnson & Johnson Baby Lotion",,,39.2,40,1000,"Baby Care/Talc & Cream","TRUE",4,,2
1025787936,,,,"50 ml",39.2,40,1000,,,,,2
1025787935,,,,"100 ml",61.8,65,1000,,,,,4.923076923
1025787934,,,,"200 ml",91.1,93,1000,,,,,2.043010753
1025787933,,,,"500 ml",176.4,180,0,,,,,2
1060501334,,"Johnson & Johnson Baby Milk Lotion ",,,39.2,40,1000,"Baby Care/Baby Soap","TRUE",3,,2
1025787940,,,,"50 ml",39.2,40,1000,,,,,2
1025787939,,,,"100 ml",58.8,60,0,,,,,2
1025787938,,,,"200 ml",88.4,93,1000,,,,,4.946236559
1060501335,,"Johnson & Johnson Baby Milk Soap",,,26.5,27,1000,"Baby Care/Baby Soap","TRUE",1,,1.851851852
1025787942,,,,"75 gms",26.5,27,1000,,,,,1.851851852
1060501336,,"Johnson & Johnson Baby Soap ",,,9.8,10,1000,"Baby Care/Baby Soap","TRUE",3,,2
1025787946,,,,"30 gms",9.8,10,1000,,,,,2
1025787945,,,,"75 gms",26.5,27,1000,,,,,1.851851852
1025787944,,,,"150 gms",42.1,43,1000,,,,,2.093023256
1060501337,,"Pampers Baby Diaper Extra Large",,,60.8,62,1000,"Baby Care/Diapers","TRUE",2,,1.935483871
1025787948,,,,"5 pc",60.8,62,1000,,,,,1.935483871
1025787949,,,,"20 pc",235.2,240,1000,,,,,2
1060501338,,"Pampers Baby Diaper Large ",,,289.1,295,1000,"Baby Care/Diapers","TRUE",4,,2
1025787954,,,,"10 pc",125.4,128,0,,,,,2.03125
1025787953,,,,"28 pc",289.1,295,1000,,,,,2
1025787952,,,,"2 pc (pack of 6)",125.4,132,1000,,,,,5
1025787951,,,,"5 pc",52.9,54,1000,,,,,2.037037037
1060501339,,"Pampers Baby Diaper Medium ",,,269.5,275,1000,"Baby Care/Diapers","TRUE",4,,2
1025787959,,,,"28 pc",269.5,275,1000,,,,,2
1025787958,,,,"44 pc",411.6,420,1000,,,,,2
1025787957,,,,"5 pc",44.1,45,1000,,,,,2
1025787956,,,,"2 pc (pack of 6)",105.8,108,1000,,,,,2.037037037
1060501340,,"Pampers Baby Diaper Active Baby Xl",,,88.2,90,1000,"Baby Care/Diapers","TRUE",1,,2
1025787961,,,,"5 pc",88.2,90,1000,,,,,2
1060501341,,"Pampers Baby Diaper Active Baby Medium",,,715.4,730,1000,"Baby Care/Diapers","TRUE",1,,2
1025787963,,,,"62 pc",715.4,730,1000,,,,,2
1060501342,,"Pampers Baby Diaper Active Baby Junior",,,245,250,1000,"Baby Care/Diapers","TRUE",1,,2
1025787965,,,,"17 pc",245,250,1000,,,,,2
1060501343,,"Pampers Baby Diaper Active Baby Large",,,245,250,1000,"Baby Care/Diapers","TRUE",4,,2
1025787970,,,,"19 pc",245,250,1000,,,,,2
1025787969,,,,"38 pc",509.6,520,1000,,,,,2
1025787968,,,,"50 pc",596.8,609,0,,,,,2.003284072
1025787967,,,,"5 pc",83.3,85,0,,,,,2
1060501344,,"Pampers Baby Diaper Active Baby Small",,,289.1,295,1000,"Baby Care/Diapers","TRUE",2,,2
1025787973,,,,"28 pc",289.1,295,1000,,,,,2
1025787972,,,,"42 pc",489,499,0,,,,,2.004008016
1060501345,,"Pampers Baby Diaper Small",,,39.2,40,1000,"Baby Care/Baby Soap","TRUE",2,,2
1025787976,,,,"5 pc",39.2,40,1000,,,,,2
1025787975,,,,"44 pc",377.3,385,0,,,,,2
1060501346,,"Johnson & Johnson Baby Powder",,,38.2,39,1000,"Baby Care/Baby Soap","TRUE",4,,2.051282051
1025787981,,,,"100 gms",38.2,39,1000,,,,,2.051282051
1025787980,,,,"200 gms",66.6,68,1000,,,,,2.058823529
1025787979,,,,"400 gms",97,99,1000,,,,,2.02020202
1025787978,,,,"700 gms",166.6,170,1000,,,,,2
1060501347,,"Johnson & Johnson Baby Soap Blossom ",,,26.5,27,1000,"Baby Care/Talc & Cream","TRUE",3,,1.851851852
1025787987,,,,"75 gms",26.5,27,1000,,,,,1.851851852
1025787986,,,,"100 gms",35.3,36,0,,,,,1.944444444
1025787985,,,,"200 gms",68.6,70,0,,,,,2
1060501348,,"Pampers Easy Ups Pants Medium",,,25.5,26,1000,"Baby Care/Baby Soap","TRUE",2,,1.923076923
1025787990,,,,"2 pc",25.5,26,1000,,,,,1.923076923
1025787989,,,,"17 pc",195,199,1000,,,,,2.010050251
1060501349,,"Pampers Easy Ups Pants Large",,,234.2,239,1000,"Baby Care/Diapers","TRUE",3,,2.008368201
1025787994,,,,"18 pc",234.2,239,1000,,,,,2.008368201
1025787993,,,,"2 pc",14.7,15,0,,,,,2
1025787992,,,,"5 pc",39.2,40,0,,,,,2
1060501350,,"Pampers Easy Ups Pants Extra Large",,,269.5,275,1000,"Baby Care/Diapers","TRUE",1,,2
1025787996,,,,"16 pc",269.5,275,1000,,,,,2
1060501351,,"Huggies Care Small",,,83.3,85,1000,"Baby Care/Diapers","TRUE",2,,2
1025787999,,,,"10 pc",83.3,85,1000,,,,,2
1025787998,,,,"5 pc",39.2,40,1000,,,,,2
1060501352,,"Huggies Care Medium",,,93.1,95,1000,"Baby Care/Diapers","TRUE",4,,2
1025788004,,,,"10 pc",93.1,95,1000,,,,,2
1025788003,,,,"30 pc",259.7,265,1000,,,,,2
1025788002,,,,"5 pc",44.1,45,1000,,,,,2
1025788001,,,,"2 pc",17.6,18,1000,,,,,2.222222222
1060501353,,"Huggies Care Large",,,102.9,105,1000,"Baby Care/Diapers","TRUE",4,,2
1025788009,,,,"10 pc",102.9,105,1000,,,,,2
1025788008,,,,"30 pc",279.3,285,1000,,,,,2
1025788007,,,,"5 pc",52.9,54,1000,,,,,2.037037037
1025788006,,,,"2 pc",19.6,20,1000,,,,,2
1060501354,,"Huggies Dry Comforts Small",,,117.6,120,1000,"Baby Care/Diapers","TRUE",2,,2
1025788012,,,,"10 pc",117.6,120,1000,,,,,2
1025788011,,,,"5 pc",67.6,69,1000,,,,,2.028985507
1060501355,,"Huggies Dry Comforts Medium",,,137.2,140,1000,"Baby Care/Diapers","TRUE",3,,2
1025788016,,,,"10 pc",137.2,140,1000,,,,,2
1025788015,,,,"5 pc",78.4,80,1000,,,,,2
1025788014,,,,"20 pc",254.8,260,1000,,,,,2
1060501356,,"Huggies Dry Comforts Large",,,142.1,145,1000,"Baby Care/Diapers","TRUE",3,,2
1025788020,,,,"10 pc",142.1,145,1000,,,,,2
1025788019,,,,"5 pc",83.3,85,1000,,,,,2
1025788018,,,,"20 pc",269.5,275,1000,,,,,2
1060501357,,"Huggies Dry Comforts Extra Large",,,166.6,170,1000,"Baby Care/Diapers","TRUE",1,,2
1025788022,,,,"10 pc",166.6,170,1000,,,,,2
1060501358,,"Huggies Dry Pants Medium",,,25.5,26,1000,"Baby Care/Diapers","TRUE",2,,1.923076923
1025788025,,,,"2 pc",25.5,26,1000,,,,,1.923076923
1025788024,,,,"20 pc",230.3,235,1000,,,,,2
1060501359,,"Huggies Dry Pants Large",,,259.7,265,1000,"Baby Care/Diapers","TRUE",1,,2
1025788027,,,,"20 pc",259.7,265,1000,,,,,2
1060501360,,"Cerelac Wheat Apple ",,,135.2,138,1000,"Baby Care/Baby Food","TRUE",1,,2.028985507
1025788029,," ",,"375 gms",135.2,138,1000,,,,,2.028985507
1060501361,,"Cerelac Wheat",,,128.4,131,1000,"Baby Care/Baby Food","TRUE",1,,1.984732824
1025788031,,,,"375 gms",128.4,131,1000,,,,,1.984732824
1060501362,,"Cerelac Orange + Wheat",,,132.3,135,1000,"Baby Care/Baby Food","TRUE",1,,2
1025788033,,,,"375 gms",132.3,135,1000,,,,,2
1060501363,,"Cerelac Wheat Apple Cherry",,,142.1,145,1000,"Baby Care/Baby Food","TRUE",1,,2
1025788035,,,,"375 gms",142.1,145,1000,,,,,2
1060501364,,"Cerelac Wheat Honey",,,140.1,143,1000,"Baby Care/Baby Food","TRUE",1,,2.027972028
1025788037,,,,"375 gms",140.1,143,1000,,,,,2.027972028
1060501365,,"Cerelac Orange",,,132.3,135,1000,"Baby Care/Baby Food","TRUE",1,,2
1025788039,,,,"375 gms",132.3,135,1000,,,,,2
1060501366,,"Cerelac Mixed Fruit",,,142.1,145,1000,"Baby Care/Baby Food","TRUE",1,,2
1025788041,,,,"375 gms",142.1,145,1000,,,,,2
1060501367,,"Cerelac Dal",,,142.1,145,1000,"Baby Care/Baby Food","TRUE",1,,2
1025788043,,,,"375 gms",142.1,145,1000,,,,,2
1060501368,,"Cerelac Wheat Mix Veg",,,140.1,143,1000,"Baby Care/Baby Food","TRUE",1,,2.027972028
1025788045,,,,"375 gms",140.1,143,1000,,,,,2.027972028
1060501369,,"Cerelac Fruit",,,146,149,1000,"Baby Care/Baby Food","TRUE",1,,2.013422819
1025788047,,,,"375 gms",146,149,1000,,,,,2.013422819
1060501370,,"Nestle NAN Stage 1",,,259.7,265,1000,"Baby Care/Baby Food","TRUE",1,,2
1025788049,,,,"450 gms",259.7,265,1000,,,,,2
1060501371,,"Nestle NAN Stage 2",,,259.7,265,1000,"Baby Care/Baby Food","TRUE",1,,2
1025788051,,,,"450 gms",259.7,265,1000,,,,,2
1060501372,,"Nestle NAN Stage 3",,,254.8,260,1000,"Baby Care/Baby Food","TRUE",1,,2
1025788053,,,,"450 gms",254.8,260,1000,,,,,2
1060501373,,"Nestle Lactogen Stage 1",,,188.2,192,1000,"Baby Care/Baby Food","TRUE",1,,1.979166667
1025788055,,,,"475 gms",188.2,192,1000,,,,,1.979166667
1060501374,,"Nestle Lactogen Stage 2",,,185.2,189,1000,"Baby Care/Baby Food","TRUE",2,,2.010582011
1025788058,,,,"475 gms",185.2,189,1000,,,,,2.010582011
1025788057,,,,"950 gms",360.6,368,1000,,,,,2.010869565
1060501375,,"Nestle Lactogen Stage 3",,,176.4,180,1000,"Baby Care/Baby Food","TRUE",1,,2
1025788060,,,,"475 gms",176.4,180,1000,,,,,2
1060501376,,"Pediasure Vanilla",,,376.2,396,1000,"Baby Care/Baby Food","TRUE",2,,5
1025788063,,,,"400 gms",376.2,396,1000,,,,,5
1025788062,,,,"900 gms",750,796,1000,,,,,5.778894472
1060501377,,"Pediasure   Choc",,,395.2,416,1000,"Baby Care/Baby Food","TRUE",2,,5
1025788066,,,,"400 gms",395.2,416,1000,,,,,5
1025788065,,,,"900 gms",760,796,1000,,,,,4.522613065
1060501378,,"Amul Spray Tin",,,112.7,115,1000,"Baby Care/Baby Food","TRUE",2,,2
1025788069,,,,"500 gms",112.7,115,1000,,,,,2
1025788068,,,,"1 kg",217.6,222,1000,,,,,1.981981982
1060501379,,"Amul Spray Refill",,,111.7,114,1000,"Baby Care/Baby Food","TRUE",2,,2.01754386
1025788072,,,,"500 gms",111.7,114,1000,,,,,2.01754386
1025788071,,,,"1 kg",198,202,1000,,,,,1.98019802
1060501380,,"Woodwards Gripe Water",,,33.3,35,1000,"Baby Care/Baby Food","TRUE",1,,4.857142857
1025788074,,,,"130 ml",33.3,35,1000,,,,,4.857142857
,,"Johnson Nappy Pad",,,29.5,31,1000,"Baby Care/Diapers","TRUE",3,,4.838709677
,,,,"5 Pc",29.5,31,1000,,,,,4.838709677
,,,,"10 pc",57,60,1000,,,,,5
,,,,"20 pc",109.3,115,1000,,,,,4.956521739
,,"Johnson Baby Softcare Wipes",,,56.1,59,1000,"Baby Care/Diapers","TRUE",2,,4.915254237
,,,,"20 pc",56.1,59,1000,,,,,4.915254237
,,,,"80 pc",152,160,1000,,,,,5
1060501530,,"Pillsbury Chakki Fresh Atta Bag",,,29.7,33,1000,"Groceries/Grains","TRUE",4,,10
1025788444,,,,"1 kg",29.7,33,1000,,,,,10
1025788443,,,,"2 kg",67.9,70,1000,,,,,3
1025788442,,,,"5 kg",157.5,175,1000,,,,,10
1025788441,,,,"10 kg",239.95,300,1000,,,,,20.01666667
1060501531,,"Pillsbury Chakki Fresh Atta Bag (MultiGrain) ",,,41.7,43,1000,"Groceries/Grains","TRUE",2,,3.023255814
1025788447,,,,"1 kg",41.7,43,1000,,,,,3.023255814
1025788446,,,,"5 kg",194.8,205,1000,,,,,4.975609756
1060501532,,"Bhagyalakshmi Maida Flour",,,29.1,30,1000,"Groceries/Grains","TRUE",1,,3
1025788449,,,,"1 kg",29.1,30,1000,,,,,3
1060501533,,"Bhagyalakshmi Ragi Flour",,,21.3,22,1000,"Groceries/Grains","TRUE",1,,3.181818182
1025788451,,,,"1 kg",21.3,22,1000,,,,,3.181818182
1060501534,,"Jeera Rice",,,29.1,30,1000,"Groceries/Grains","TRUE",2,,3
1025788454,,,,"500 gms",29.1,30,1000,,,,,3
1025788453,,,,"1 kg",58.2,60,1000,,,,,3
1060501535,,"Vijaya Rice Flour",,,25.2,26,1000,"Groceries/Grains","TRUE",1,,3.076923077
1025788456,,,,"1 kg",25.2,26,1000,,,,,3.076923077
1060501536,,"Sona Masuri Old Raw Rice ",,,33,34,1000,"Groceries/Grains","TRUE",2,,2.941176471
1025788459,,,,"1 kg ",33,34,1000,,,,,2.941176471
1025788458,,,,"5 kg",155.2,160,1000,,,,,3
1060501537,,"Sona Masuri Old Raw Rice Premium",,,36.9,38,1000,"Groceries/Grains","TRUE",1,,2.894736842
1025788461,,,,"1 kg",36.9,38,1000,,,,,2.894736842
1060501538,,"Boiled Rice",,,37.8,39,1000,"Groceries/Grains","TRUE",1,,3.076923077
1025788463,,,,"1 kg ",37.8,39,1000,,,,,3.076923077
1060501539,,"Daawat Select Basmati Rice ",,,133.9,138,0,"Groceries/Grains","TRUE",1,,2.971014493
1025788465,,,,"1 kg ",133.9,138,0,,,,,2.971014493
1060501540,,"Idli Rice",,,25.2,26,1000,"Groceries/Grains","TRUE",1,,3.076923077
1025788467,,,,"1 kg ",25.2,26,1000,,,,,3.076923077
1060501541,,"Kohinoor Super Silky Basmati Rice",,,138.6,154,1000,"Groceries/Grains","TRUE",1,,10
1025788469,,,,"1 kg ",138.6,154,1000,,,,,10
1060501542,,"Dosa Rice ",,,22.3,23,1000,"Groceries/Grains","TRUE",1,,3.043478261
1025788471,,,,"1 kg",22.3,23,1000,,,,,3.043478261
1060501543,,"Besan (Gram Flour) ",,,24.3,25,1000,"Groceries/Grains","TRUE",2,,2.8
1025788474,,,,"500 gms",24.3,25,1000,,,,,2.8
1025788473,,,,"1 kg",48.5,50,1000,,,,,3
1060501544,,"Broken Wheat",,,40.7,42,1000,"Groceries/Grains","TRUE",1,,3.095238095
1025788476,,,,"500 gms",40.7,42,1000,,,,,3.095238095
1060501545,,"Barley",,,15.5,16,1000,"Groceries/Grains","TRUE",2,,3.125
1025788479,,,,"250 gms",15.5,16,1000,,,,,3.125
1025788478,,,,"500 gms",31,32,1000,,,,,3.125
1060501546,,"Aashirvaad Atta ",,,259.95,300,1000,"Groceries/Grains","TRUE",4,,13.35
1025788484,,,,"10 kg",259.95,300,1000,,,,,13.35
1025788483,,,,"5 kg",151.8,165,1000,,,,,8
1025788482,,,,"2 kg",66.9,69,1000,,,,,3.043478261
1025788481,,,,"1 kg",255.2,290,1000,,,,,12
1060501547,,"Annapurna Atta",,,255.2,290,1000,"Groceries/Grains","TRUE",4,,12
1025788489,,,,"10 kg",272.8,310,1000,,,,,12
1025788488,,,,"5 kg",162.8,175,1000,,,,,6.971428571
1025788487,,,,"2 kg",60.1,62,1000,,,,,3.064516129
1025788486,,,,"1 kg",32,33,1000,,,,,3.03030303
1060501548,,"Crown Saboodana",,,66,68,1000,"Groceries/Grains","TRUE",1,,2.941176471
1025788491,,,,"1 kg",66,68,1000,,,,,2.941176471
1060502352,,"Maize Flour",,,19.6,20,1000,"Groceries/Grains","TRUE",1,,2
1025790461,,,,"500 gms",19.6,20,1000,,,,,2
,,"Aashirvaad Select Atta",,,37.2,38,1000,"Groceries/Grains","TRUE",2,,2.105263158
,,,,"1 kg",37.2,38,1000,,,,,2.105263158
,,,,"5 kg",180.5,190,1000,,,,,5
1060501748,,"Urad Dal",,,80.4,82,1000,"Groceries/Pulses","TRUE",1,,1.951219512
1025788966,,,,"1 kg",80.4,82,1000,,,,,1.951219512
1060501749,,"Rajma Red",,,13.7,14,1000,"Groceries/Pulses","TRUE",3,,2.142857143
1025788970,,,,"250 gms",13.7,14,1000,,,,,2.142857143
1025788969,,,,"500 gms",27.4,28,1000,,,,,2.142857143
1025788968,,,,"1 kg",54.9,56,1000,,,,,1.964285714
1060501750,,"Moong Round",,,17.6,18,1000,"Groceries/Pulses","TRUE",2,,2.222222222
1025788973,,,,"250 gms",17.6,18,1000,,,,,2.222222222
1025788972,,,,"500 gms",34.3,35,1000,,,,,2
1060501751,,"Moong Dal",,,17.6,18,1000,"Groceries/Pulses","TRUE",3,,2.222222222
1025788977,,,,"250 gms",17.6,18,1000,,,,,2.222222222
1025788976,,,,"500 gms",35.3,36,1000,,,,,1.944444444
1025788975,,,,"1 kg",70.6,72,1000,,,,,1.944444444
1060501752,,"Masoor Dal",,,15.7,16,1000,"Groceries/Pulses","TRUE",2,,1.875
1025788980,,,,"250 gms",15.7,16,1000,,,,,1.875
1025788979,,,,"500 gms",31.4,32,1000,,,,,1.875
1060501753,,"Ground Nut",,,21.6,22,1000,"Groceries/Pulses","TRUE",3,,1.818181818
1025788984,,,,"250 gms",21.6,22,1000,,,,,1.818181818
1025788983,,,,"500 gms",43.1,44,1000,,,,,2.045454545
1025788982,,,,"1 kg",86.2,88,1000,,,,,2.045454545
1060501754,,"Gram Dal",,,22.5,23,1000,"Groceries/Pulses","TRUE",2,,2.173913043
1025788987,,,,"500 gms",22.5,23,1000,,,,,2.173913043
1025788986,,,,"1 kg",45.1,46,1000,,,,,1.956521739
1060501755,,"Fried Gram",,,31.4,32,1000,"Groceries/Pulses","TRUE",2,,1.875
1025788990,,,,"500 gms",31.4,32,1000,,,,,1.875
1025788989,,,,"1 kg",62.7,64,1000,,,,,2.03125
1060501756,,"Kabuli Channa ",,,21.6,22,1000,"Groceries/Pulses","TRUE",3,,1.818181818
1025788994,,,,"250 gms",21.6,22,1000,,,,,1.818181818
1025788993,,,,"500 gms",43.1,44,1000,,,,,2.045454545
1025788992,,,,"1 kg",77.4,79,1000,,,,,2.025316456
1060501757,,"Toor Dal Premium",,,17.6,18,1000,"Groceries/Pulses","TRUE",3,,2.222222222
1025788998,,,,"250 gms",17.6,18,1000,,,,,2.222222222
1025788997,,,,"500 gms",35.3,36,1000,,,,,1.944444444
1025788996,,,,"1 kg",70.6,72,1000,,,,,1.944444444
1060502331,,"Black Urad Dal",,,46.1,47,1000,"Groceries/Pulses","TRUE",1,,1.914893617
1025790405,,,,"500 gms",46.1,47,1000,,,,,1.914893617
1060502332,,"Rajma Brown",,,28.4,29,1000,"Groceries/Pulses","TRUE",1,,2.068965517
1025790407,,,,"500 gms",28.4,29,1000,,,,,2.068965517
1060502333,,"Bengal Dal",,,39.2,40,1000,"Groceries/Pulses","TRUE",1,,2
1025790409,,,,"1 kg",39.2,40,1000,,,,,2
1060502334,,"Rawa Medium",,,28.4,29,1000,"Groceries/Pulses","TRUE",1,,2.068965517
1025790411,,,,"1 kg",28.4,29,1000,,,,,2.068965517
1060502336,,"Chilka Urad Dal",,,42.1,43,1000,"Groceries/Pulses","TRUE",1,,2.093023256
1025790415,,,,"500 gms",42.1,43,1000,,,,,2.093023256
1060502337,,"Jawar",,,14.7,15,1000,"Groceries/Pulses","TRUE",1,,2
1025790417,,,,"500 gms",14.7,15,1000,,,,,2
1060502338,,"White Peas",,,16.7,17,1000,"Groceries/Pulses","TRUE",1,,1.764705882
1025790419,,,,"500 gms",16.7,17,1000,,,,,1.764705882
,,"Mars Chocolate",,,34.3,35,1000,"Groceries/Chocolates","TRUE",1,,2
,,,,"51 gms",34.3,35,1000,,,,,2
,,"Mars Mini Pack",,,190,200,1000,"Groceries/Chocolates","TRUE",1,,5
,,,,"270 gms",190,200,1000,,,,,5
,,"Bounty Chocolate",,,39.2,40,1000,"Groceries/Chocolates","TRUE",1,,2
,,,,"57 gms",39.2,40,1000,,,,,2
,,"Bounty Mini Pack",,,190,200,1000,"Groceries/Chocolates","TRUE",1,,5
,,,,"270 gms",190,200,1000,,,,,5
,,"Twix Chocolate",,,39.2,40,1000,"Groceries/Chocolates","TRUE",1,,2
,,,,"58 gms",39.2,40,1000,,,,,2
,,"Twix Mini Pack",,,190,200,1000,"Groceries/Chocolates","TRUE",1,,5
,,,,"270 gms",190,200,1000,,,,,5
,,"Snicker Mini Pack",,,190,200,1000,"Groceries/Chocolates","TRUE",1,,5
,,,,"270 gms",190,200,1000,,,,,5
,,"Ferrero Rocher",,,104.5,110,1000,"Groceries/Chocolates","TRUE",2,,5
,,,,"6 pc",104.5,110,1000,,,,,5
,,,,"24 pc",470.3,495,1000,,,,,4.98989899
,,"Ferrero Collection",,,664.1,699,1000,"Groceries/Chocolates","TRUE",1,,4.992846924
